college_code,college_name,place,district,branch_code,branch,category,gender,cutoff_rank
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,BOYS,37051
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,GIRLS,37051
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC,BOYS,114725
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC,GIRLS,136661
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,BOYS,119384
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,GIRLS,172070
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,BOYS,88582
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,99503
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_B,BOYS,61742
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_B,GIRLS,64537
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,38232
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,GIRLS,38232
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_D,BOYS,58179
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_D,GIRLS,58179
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_E,BOYS,100457
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_E,GIRLS,106811
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),EWS,BOYS,42255
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),EWS,GIRLS,42255
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),OC,BOYS,38232
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),OC,GIRLS,38232
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC,BOYS,120297
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC,GIRLS,120297
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,BOYS,136058
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,GIRLS,156489
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_A,BOYS,84754
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,86394
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_B,BOYS,57025
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_B,GIRLS,59617
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,152284
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_C,GIRLS,152284
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_D,BOYS,54318
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_D,GIRLS,54318
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_E,BOYS,89369
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_E,GIRLS,97289
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,EWS,BOYS,40679
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,EWS,GIRLS,40679
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,OC,BOYS,32203
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,OC,GIRLS,33140
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,SC,BOYS,106238
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,SC,GIRLS,117708
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,ST,BOYS,111056
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,ST,GIRLS,136158
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,BOYS,82709
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,89910
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_B,BOYS,60126
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_B,GIRLS,60126
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,88848
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,GIRLS,88848
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_D,BOYS,54133
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_D,GIRLS,54476
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_E,BOYS,85365
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_E,GIRLS,120446
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),EWS,BOYS,41317
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),EWS,GIRLS,41906
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),OC,BOYS,36049
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),OC,GIRLS,36049
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SC,BOYS,114185
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SC,GIRLS,124169
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,BOYS,127602
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,GIRLS,151562
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,BOYS,110689
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,GIRLS,110689
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_B,BOYS,68758
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_B,GIRLS,73245
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_C,BOYS,43133
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_C,GIRLS,51244
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_D,BOYS,59458
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_D,GIRLS,59458
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_E,BOYS,111965
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_E,GIRLS,144156
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,EWS,BOYS,49278
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,EWS,GIRLS,51490
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,BOYS,43133
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,GIRLS,51244
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC,BOYS,136761
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC,GIRLS,144456
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,BOYS,148462
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,GIRLS,173981
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_A,BOYS,68886
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_A,GIRLS,132152
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_B,BOYS,60321
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_B,GIRLS,60321
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_C,BOYS,33187
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_C,GIRLS,39656
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_D,BOYS,68960
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_D,GIRLS,68960
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_E,BOYS,86836
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,BC_E,GIRLS,86836
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,EWS,BOYS,53354
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,EWS,GIRLS,53354
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,OC,BOYS,33187
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,OC,GIRLS,39656
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,SC,BOYS,100208
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,SC,GIRLS,117936
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,ST,BOYS,105316
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,CIVIL ENGINEERING,ST,GIRLS,120992
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_A,BOYS,29129
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_A,GIRLS,38803
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_B,BOYS,17523
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_B,GIRLS,19491
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_C,BOYS,11377
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_C,GIRLS,13084
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_D,BOYS,18853
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_D,GIRLS,19923
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_E,BOYS,32779
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_E,GIRLS,32779
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,EWS,BOYS,12428
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,EWS,GIRLS,13084
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,OC,BOYS,11377
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,OC,GIRLS,13084
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,SC,BOYS,31322
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,SC,GIRLS,50742
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,ST,BOYS,54606
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,ST,GIRLS,62184
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,BOYS,32353
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,32353
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_B,BOYS,15085
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_B,GIRLS,15593
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_C,BOYS,19885
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_C,GIRLS,57940
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_D,BOYS,16754
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_D,GIRLS,20965
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_E,BOYS,26314
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_E,GIRLS,31771
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),EWS,BOYS,11959
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),EWS,GIRLS,11959
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),OC,BOYS,10197
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),OC,GIRLS,11551
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SC,BOYS,48684
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SC,GIRLS,48684
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,BOYS,48469
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,GIRLS,66222
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,BOYS,24724
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,27223
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_B,BOYS,13747
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_B,GIRLS,13786
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,44211
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,GIRLS,44211
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_D,BOYS,14039
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_D,GIRLS,16470
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_E,BOYS,22772
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_E,GIRLS,35169
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),EWS,BOYS,10162
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),EWS,GIRLS,11149
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),OC,BOYS,10162
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),OC,GIRLS,10514
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC,BOYS,44046
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC,GIRLS,44390
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,BOYS,43996
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,GIRLS,52194
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_A,BOYS,21377
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,21377
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_B,BOYS,12389
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_B,GIRLS,12389
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,38856
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_C,GIRLS,48078
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_D,BOYS,10848
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_D,GIRLS,12810
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_E,BOYS,19441
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,BC_E,GIRLS,25723
